, '姓名', '简介,,,,,,,,,,,,,,,,,
798', '胡之璧(女)', '胡之璧（女）（1934.11.03- ）中药学、中药生物工程学家,安徽潜山人,1984年毕业于德国图平根大学获理学博士学位，现任上海中医药大学中药研究所名誉所长,曾任上海中医药大学中药研究所所长,,,,,,,,,,,,,,
799', '黎介寿', '黎介寿（1924.10.11- ）普通外科专家，医学教育家,湖南省长沙市浏阳市人,1949年毕业于国立中正医学院，获学士学位,现任南京军区南京总医院副院长、南京大学临床学院副院长、解放军普通外科研究所所长、国家军队江苏省重点学科（实验室）负责人，主任医师、教授，博士生导师,曾任解放军医学科学委员会副主任委员，国际外科学会会员等,,,,,,,,,,,,,
800', '李连达', '李连达（1934.07.24- ）中药药理学专家,出生于辽宁省沈阳市,1956年毕业于北京医学院，曾任中国中医研究院西苑医院基础室主任、研究员，中国中西医结合学会基础委员会副主任,现任中国中医科学院西苑医院研究员及中国中医科学院首席研究员,,,,,,,,,,,,,,
801', '刘耀', '刘耀（1937.11.23- ）法医毒物分析学家,山西忻州河曲人,1963年毕业于内蒙古大学,西安交通大学医学院法医系教授、博士生导师，《中国法医学杂志》主编，《刑事技术》杂志主编,曾任公安部物证鉴定中心主任、中国人民公安大学副校长、印-太地区法庭科学会理事长,,,,,,,,,,,,,
802', '刘玉清', '刘玉清（1923.03.14- ）放射-医学影像学专家,天津宁河人,1948年毕业于原国立沈阳医学院医本科，获学士学位，1951年北京协和医学院研究生毕业,现任中国医学科学院阜外心血管病医院、国家心脏病研究中心主任医师、教授,我国心血管放射影像学主要创建人,自上世纪50年代以来，在支气管造影、肺脓肿、食管癌、心血管造影、心肌病、主动脉疾患、先心病、肺心病、冠心病的放射诊断研究，以及近年对数字减影血管造影和心脏大血管磁共振成像等新技术应用研究中业绩卓著，属于国内领先地位,在心血管放射-影像学研究领域，获8项科技成果奖，其中大动脉炎的研究属国际先进水平,为推动我国放射学和医学影像学事业的发展做出了重要贡献,发表学术论文300余篇，编著出版放射影像学专著8部、参编17部,,,,,,,,,
803', '陆道培', '陆道培（1931.10.30- ）血液病学专家,浙江省宁波市人,汉族，农工民主党党员，中共党员,1955年毕业于同济医学院（现华中科技大学同济医学院），后分配至原北京中央人民医院（今北京大学人民医院）内科，1957年起主要从事血液病临床和实验研究,1981年起任北京大学血液病研究所所长，1984年起任北京大学人民医院内科主任教授、北京大学血液病国家重点学科带头人（首席专家），现为北京大学与复旦大学等国内外多所大学的名誉教授或兼职教授,陆道培院士是中国卫生部第一届血液质量委员会主任，卫生部聘请的医疗损害责任鉴定的唯一的血液病专家,自1984年至2005年担任中华医学会副会长，随后任中华医学会常务理事、我国医学名词审定工作委员会主任、中华医学会血液学分会主任及名誉主任委员、造血干细胞学组名誉主任、中国抗癌协会血液肿瘤专业委员会主任委员，一直担任中华骨髓库专家委员会主任委员，是跨越两岸三地中华造血干细胞协作组（CSBMT，Chinese Society of BMT）的发起人与领先人,,,,,,,,,,,
804', '卢世璧', '卢世璧（1930.07.08- ）骨科专家,湖北省宜昌市人,1956年毕业于中国协和医学院,现任中国人民解放军骨科研究所所长，中国人民解放军总医院主任医师、教授,,,,,,,,,,,,,,
805', '彭司勋', '彭司勋（1919.7.28- ）药物化学专家,湖南省保靖市人,土家族,1950年美国哥伦比亚大学药学硕士,1996年2月当选为中国工程院院士,现任中国药科大学教授、博导，药物化学国家重点学科学术带头人，学位评定委员会主席，中南大学名誉教授,曾任国务院学位委员会一、二届学科评议组成员、药学组召集人 , 国家新药研究与开发领导协调小组顾问，全国高等医药院校药学类教材评审委员会主仔委员,长期从事教学和科研工作，是我国制药化学、药物化学专业早期创建人之一,主编教材和专著5部，其中《药物化学》〈 1988 年版 )评为国家优秀教材，发表论文 150 余篇，培养博、硕研究生50 余名,倡导利用中草药有效成份为先导物，结合定量构效关系及计算机辅助药物设计，设计合成新化合物的思路,主要研究方向是心脑血管药物，重点为作用于钙、饵离子通道的化合物,领导的研究小组对异唾琳类化合物的合成和心血管活性进行了系统研究，发现多种具有开发前景的心血管活性物质，其中化合物 86017具有心律失常作用己完成临床前研究，并申请国内外专利,研究成果获部省级科技进步二等奖3项,1999年获何梁何利科技进行奖，同年评为江苏省优秀学科带头人,八届全国政协常委，七届江苏省政协副主席,,
806', '秦伯益', '秦伯益（1932.11.06- ）药理学家,江苏省无锡市人,1955年毕业于上海第一医学院本科，1959年获苏联医学副博士学位,曾任军事医学科学院院长，该院毒物药物研究所研究员,2005年5月退休,参加过研究火箭推进剂和除莠剂等毒性，主持研究成功神经性毒剂预防片（85号），获军队科技进步奖一等奖和国家科技进步奖二等奖；主持研制的盐酸二氢埃托啡，是我国研制成功并获批准生产的第一个麻醉性镇痛药，获国家科技进步奖二等奖；进行了华南马尾杉活性单体新药福定碱的药理研究，发现其选择性真性胆碱酯酶抑制作用，获国家发明奖二等奖,主持“八五”国家科技攻关专题阿片类戒毒药物的研究，研制成防复吸药国产纳曲酮,2000年获军队科技进步奖二等奖,1998年荣获总后勤部科学技术“一代名师”称号,主编《新药评价概论》（1989年初版，1998年再版）,著有《漫说科教》（2004年）、《美兮??九州景》（2009年初版，2011年再版）、《壮哉??中华魂》（2012年）、《百年纠结》（2016年）,,,,,,,
807', '邱蔚六', '邱蔚六（1932.10.13- ） 口腔颌面外科学专家,四川成都人,1955年毕业于四川医学院（现四川大学华西口腔医学院）,曾任上海交通大学医学院（原第二医科大学）口腔医学系主任、口腔医学院院长、附属第九人民医院院长等职,现为上海市临床口腔医学中心名誉主任，上海交通大学荣誉讲席教授，博士生导师,,,,,,,,,,,,,
808', '沈渔邨(女)', '沈渔邨（女）（1924.01.06- ）精神病学专家,浙江省杭州市人,1951年毕业于北京大学医学院，1955年原苏联医学科学院获副博士学位,北京大学精神卫生研究所名誉所长、教授,,,,,,,,,,,,,,
809', '盛志勇', '盛志勇（1920.7.1- ）主要从事创伤、烧伤外科临床和实验研究数十年，为我国创、烧伤专业开创者之一,主任医师、一级教授、博士生导师,浙江德清人，1942年毕业于上海医学院,现任全军烧伤研究所名誉所长、解放军总医院第一附属医院（原304医院）专家组组长,历任中华医学会理事、中华烧伤外科学会主委、中华创伤外科学会常委、解放军医学科学技术委员会常委、中华烧伤杂志名誉主编、解放军医学杂志主编、中华创伤杂志名誉主编、中国危重病急救医学杂志副主编、国际烧伤学会资深委员及Burns杂志编委,美国科学促进学会和国际外科学会会员、美国创伤学会、加拿大创伤学会和以色列烧伤学会荣誉会员,获国家科技进步一等奖2项、二等奖3项、三等奖4项，军队科技进步一、二等奖23项、其它奖24项,主编和撰写专著27部，发表学术论文880余篇，享受政府特殊津贴，1996年获全军首届专业技术重大贡献奖，总后勤部授予“一代名师”，1999年获何梁何利进步奖,立一等功、二等功各1次，三等功2次,2009年获光华工程科技奖,,,,,,,,
810', '石学敏', '石学敏(1938.6.6 -)，中医、针灸学专家,中国工程院院士,国医大师，现代中国针灸奠基人,1962年毕业于天津中医学院,现任天津中医药大学第一附属医院名誉院长、教授、主任医师、博士生导师，中国针灸学会高级顾问，是国家有突出贡献专家，天津市授衔针灸学专家,,,,,,,,,,,,,
811', '孙燕', '孙燕（1929.02.01- ）临床肿瘤学家,河北乐亭人,1956年毕业于北京协和医学院，获博士学位,现任国家癌症中心（NCC）国家新药（抗肿瘤）临床研究中心主任,兼中国癌症基金会副主席，亚洲临床肿瘤学会和中国临床肿瘤学会名誉主席,曾任WHO癌症咨询委员会和UICC教育委员会委员，在国际上也有一定声誉,我国肿瘤内科治疗的创始人和开拓者之一,,,,,,,,,,,
812', '唐希灿', '唐希灿研究员，男，（1932-12-）出生于广东省潮阳縣,1957年7月本科毕业于北京大学生物系人体及动物生理专业,同年9月由国家统一分配进入中国科学院上海药物研究所药理室工作至今,1984年5月入选中国外经贸考察代表团成员，访问考察匈牙利的药物研发,1987至1991年作为访问学者，应邀分别在法国国家健康及医学研究院（INSERM U,288，巴黎），美国Southern Illinois Univ ，School of Medicine（springfield city）以及Loyola Univ of Chicago医学中心开展合作研究,1985至1989年入选苐一屆中国药理学会理事,1988年获上海市侨界优秀知识分子称号,1992年至今享受国务院颁发的专家特殊津贴,2000年入选上海市劳动模范,2001年入选中国工程院院士,现任研究员,博士生导师,原研究所研究生学位委员会主任，原研究所学术委员会委员,现任阿尔茨海默病防治协会高级顾问，中国新药与临床杂志名誉主编,,,
813', '汤钊猷', '汤钊猷（1930.12.26- ）肿瘤外科学家,广东新会人,1954年上海第一医学院医本科毕业，获学士学位,现任复旦大学（中山医院）肝癌研究所所长,曾任上海医科大学校长，国际抗癌联盟理事，中国工程院医药卫生学部主任，中国抗癌协会肝癌专业委员会主委,,,,,,,,,,,,,
814', '王琳芳(女)', '王琳芳（女）（1929.11.03- ）医学分子生物学家,原籍山东省莱州市,中国医学科学院基础医学研究所、北京协和医学院教授，博士生导师,1959年于原北京协和医学院生物化学专业研究生毕业,上世纪六十年代及八十年代先后赴前苏联科学院生物物理所及美国人口委员会生物医学研究中心学习,1984-1992年于协和医学院生化及分子生物学系任系主任，1992-2004年创建了医学分子生物学国家重点实验室并任主任，至今为荣誉主任,,,,,,,,,,,,
815', '王正国', '王正国（1935.12.12- ）野战外科学专家,祖籍安徽合肥，出生于福建漳州,1956年毕业于沈阳中国医科大学,中国人民解放军陆军军医大学（第三军医大学）野战外科研究所研究员,,,,,,,,,,,,,,
816', '王振义', '王振义（1924.11.30- ）内科血液学专家,江苏兴化人,1948年毕业于上海震旦大学医学院，获博士学位,1992年当选为法国科学院外籍院士，2000年美国哥伦比亚大学授予荣誉科学博士学位,上海血液学研究所名誉所长,上海交通大学医学院及附属瑞金医院终身教授,,,,,,,,,,,,
817', '闻玉梅(女)', '闻玉梅（女）（1934.01.16- ）医学微生物学家,上海市人,1956年毕业于原上海医学院，获学士学位,现任治疗型疫苗国家工程实验室主任/教育部、卫生部医学分子病毒学实验室学术委员会委员，曾任中国微生物学会理事长/教育部卫生部医学分子病毒学重点实验室主任,,,,,,,,,,,,,,
818', '吴天一', '吴天一（1935.06.25- ）高原医学专家,新疆维吾尔自治区塔什库尔干塔吉克自治县人,1956年12月毕业于中国医科大学医疗系，获学士学位,现任青海高原医学科学研究院院长，医学及生理学研究员、教授,曾任中华医学会高原医学分会第五届、第六届主委，现为荣誉主委,,,,,,,,,,,,,
819', '吴咸中', '吴咸中（1925.08.28- ）中西医结合专家,辽宁省新民县人,1948年毕业于沈阳医学院，获学士学位,现任天津医科大学教授、天津市中西医结合急腹症研究所所长、天津市中西医结合研究院院长,,,,,,,,,,,,,,
820', '夏家辉', '夏家辉（1937.02.06- ）湖南益阳人,人类与医学遗传学家，临床遗传学奠基者，医学遗传学国家重点实验室创始人,1999年当选为中国工程院院士、2000年当选全国先进工作者,曾任卫生部医学科学委员会委员、医药卫生科技成果评审委员会委员、优生优育专家咨询委员会副主任委员；国务院学位委员会第四、五届生物学科评议组成员,1985年任国际人类染色体异常核型登记库顾问,1997年任Journal of Human Genetics国际杂志编委,首批国家级中青年有突出贡献的专家、政府特殊津贴获得者,1973年在中国开设首家遗传咨询门诊,1976年编写了中国第一本《医学遗传学讲座》教材，率先在医学院校开出了医学遗传学讲座课程,1973年在世界上首创了75℃染色体显带技术烤片法，1975年发现了一条鼻咽癌标记染色体，1981年将人类睾丸决定基因定位于Yp11.32带，1985年率先开展了遗传资源的收集、保藏与利用，1989年首创了显微切割、PCR基因定位克隆技术,1998年成功地克隆了人类耳聋疾病基因，论文发表在Nature Genetics，实现了中国克隆遗传病致病基因零的突破，在1998年“中国基础科学研究十大新闻”首次评选中排名第一，1999年科技部将其列为中国基础研究50年“理论建树的25项成果之一”,出版论文480余篇、著作19部,获全国科学大会奖1项、卫生部甲等奖4项、教育部首届长江学者成就奖1项、科技部何梁何利基金科学与技术进步奖1项、国家科学技术进步奖二等奖5项、国家自然科学奖二等奖1项,,,,,
821', '项坤三', '项坤三（1936.02.21- ）内分泌代谢学（糖尿病）专家,祖籍浙江省杭州市,1958年毕业于上海第一医学院，现任上海市糖尿病研究所名誉所长等职,曾任上海市糖尿病研究所所长、上海市糖尿病临床医学中心主任、亚洲分子糖尿病研究会副主席、中华医学会糖尿病学分会主任委员和中国糖尿病杂志副总编辑等职,,,,,,,,,,,,,,
822', '肖碧莲(女)', '肖碧莲（1923.10.31- ）（女）生殖内分泌专家,上海市人,1949年毕业于上海圣约翰大学获医学博士学位，1959年原苏联莫斯科第一医学院研究生毕业获后补博士,国家计划生育委员会科学技术研究所名誉所长、研究员,长期从事妇产科、生殖内分泌等的研究工作，60年代在我国开展研制口服避孕药的低剂量和合理配伍研究做出重要贡献,其后从事各种激素避孕药具的临床作用机理研究，为临床应用和探索新的避孕途径提供科学依据,为推动我国计划生育事业发挥了重要作用,,,,,,,,,,,
823', '肖培根', '肖培根（1932.02.02- ）药用植物与中药资源学专家,上海市人,1953年毕业于厦门大学，2002年获香港浸会大学名誉博士,中国医学科学院药用植物研究所名誉所长、研究员，博士生导师,曾任世界卫生组织传统医学顾问、合作中心主任，国际传统药物学会主席，为国际著名传统药物学家,,,,,,,,,,,,,
824', '姚新生', '姚新生（1934.10.24- ）药学教育家与中药及天然药物化学家,上海市人,1955年7月东北药学院（现沈阳药科大学）毕业，留校任教,1981年6月-1983年6月去日本东京大学留学，获药学博士学位,曾担任沈阳药科大学校长及党委书记、国务院学位委员会药学学科评议组召集人、国家自然科学基金委中医中药学科评审组组长、全国博士后管委会医学专家组成员、中国药学会副会长，日本东京大学、神奈川大学、日本大学、清华大学、浙江大学、香港中文大学、香港理工大学、香港浸会大学等二十余所高校的客座/名誉教授，《创新药物研究》（中科院上海药物所）、《生命有机化学》（中科院上海有机所）、《植物化学与西部植物资源可持续利用》（中科院昆明植物所）、《天然药物活性物质与功能》（医科院北京药物所）、《天然药物与仿生药物》（北京大学）、《生物医药技术》（南京大学）等六个国家重点实验室的学术委员以及国家药典委员会委员等社会职务,现在仍然担任香港理工大学、澳门科技大学的访问客座教授、《创新药物研究》（中科院上海药物所）、《天然药物活性物质与功能》（医科院北京药物所）、《创新中药关键技术》（天士力集团）等国家重点实验室的学术委员以及国家药典委员顾问等职,现任暨南大学/沈阳药科大学教授，暨南大学药学院名誉院长及中药与天然药物研究所名誉所长,,,,,,,,,,,
825', '于德泉', '于德泉，男，（1932.10.22- ），天然药物化学专家，出生于山东省蓬莱县,1956年毕业于北京医学院,现任中国医学科学院，北京协和医学院药物研究所研究员，博士生导师，《亚洲天然产物研究杂志》主编（英文），天然药物活性成分和功能国家重点实验室学委会主任,,,,,,,,,,,,,,,
826', '俞梦孙', '俞梦孙（1936.03.09- ）航空医学和生物医学工程专家,现任空军航空医学研究所航空医学工程研究中心主任，兼任第四军医大学、北京航空航天大学、山东大学教授、博士生导师，北京大学双聘院士，中国生物医学工程学会名誉理事长,,,,,,,,,,,,,,,,
827', '俞永新', '俞永新（1929.03.23- ）福建省仙游县人,1953年毕业于福州大学（原福建协和大学）生物系,同年分配到中国食品药品检定研究院（简称中检院，原中国药品生物制品检定所）工作至今，中国食品药品检定研究院研究员，疫苗首席专家，博士生导师，享受国务院政府特殊津贴专家,,,,,,,,,,,,,,,
828', '张金哲', '张金哲（1920.09.25- ）小儿外科学专家,天津市人,1946年毕业于上海医学院,首都医科大学北京儿童医院小儿外科主任医师，教授,我国小儿外科主要创始人之一，在我国小儿外科界享有很高的声望,首先发现了当时死亡率最高的新生儿皮下感染，并命名为“婴儿皮下坏疽”，使该病得到有效控制；50-80年代在以创伤、感染、急腹症为主的小儿外科急症的诊断、治疗，及肛肠外科与胆道外科方面手术设计方面作出了突出的成就和贡献，为我国小儿外科迅速发展并在国际上享有特殊地位起了巨大的作用,为国际小儿外科最高奖项“丹尼斯布朗”金奖获得者,发表论文250篇，著书40余部,,,,,,,,,,
829', '赵铠', '赵铠（1930.12.06- ）医学病毒学专家,江苏省苏州市人,1954年毕业于复旦大学,北京生物制品研究所研究员,,,,,,,,,,,,,,
830', '甄永苏', '甄永苏（1931.11.10- ）微生物与生物技术药学、肿瘤药理学专家,广东省开平市人,1954年毕业于中山大学医学院,现任中国医学科学院、北京协和医学院医药生物技术研究所肿瘤研究室主任，研究员，教授，博士生导师,历任国家新药研究与开发专家委员会委员，卫生部生物技术专家咨询委员会委员，国家药典委员会委员，中国抗癌协会抗癌药物专业委员会主任委员，中国药理学会肿瘤药理专业委员会主任委员，中国医药生物技术协会单克隆抗体（抗体工程）专业委员会主任委员，《中华医学百科全书》（药学类）主编,,,,,,,,,,,,,
831', '钟南山', '钟南山（1936.10.20- ）呼吸病学学家,福建厦门人,1960年毕业于北京医科大学医疗系，获临床医学学士学位,现任呼吸疾病国家重点实验室主任、国家呼吸疾病临床医学研究中心主任，曾任中华医学会第23任会长,,,,,,,,,,,,,,
832', '钟世镇', '钟世镇（1925.09.24- ）临床解剖学专家,广东省梅州市五华县人,1952年毕业于中山大学医学院，获学士学位,现任南方医科大学教授，南方医科大学临床解剖学研究所名誉所长，曾任中国解剖学会名誉理事长,,,,,,,,,,,,,,
833', '朱晓东', '朱晓东（1932.09.21- ）心血管外科专家,河南省开封市人,1956年毕业于哈尔滨医科大学,1965年毕业于中国医学科学院获硕士学位,中国医学科学院主任医师，曾任阜外医院院长，心血管病研究所所长,,,,,,,,,,,,,
834', '庄辉', '庄辉（1935.01.17- ）流行病学、微生物学专家,浙江省奉化市人,1961年毕业于前苏联莫斯科第一医学院,现任北京大学医学部基础医学院病原生物学系教授、博士生导师、世界卫生组织西太区消灭脊髓灰质炎证实委员会委员、世界卫生组织西太区免疫控制乙型肝炎专家委员会委员、亚太消灭病毒性肝炎联盟（CEVHAP）委员、中华医学会肝病学分会名誉主任委员，以及《中国病毒病杂志》、《中国预防医学杂志》和《中国病原生物学杂志》主编等职,,,,,,,,,,,,,,
835', '巴德年', '巴德年（1938.10.27- ）免疫学专家,吉林省四平市人,1967年北京医科大学研究生毕业，1982年于日本北海道大学获博士学位,原中国医学科学院院长和原中国协和医科大学校长、教授,兼任中华医学会副会长、《中华医学杂志》总编、中国免疫学会名誉理事长、中国生物医学工程学会名誉理事长,首次发现抗胸腺自家抗体，从而揭示了高血压大鼠免疫功能低下原因；用胸腺移植等免疫重建方法，在国际上首次提出了免疫与高血压相关的证据；结合我国实际情况，开展癌转移机理及防治途径的研究，率先在国内建立5种高转移动物模型和稳定的高转移性细胞株,同时，在内源性白介素－2诱导、同种LAK细胞应用、LAK细胞杀伤原理以及LAK细胞的临床治疗等方面取得一系列成果,,,,,,,,,,,
836', '曹耀峰', '曹耀峰（1953.12.12- ）能源与矿业工程管理专家,陕西省渭南市人,1977年毕业于华东石油学院机械系,2001年获石油大学机械设计及理论硕士学位,现任中国石化科学技术委员会委员，国家地热能中心指导委员会主任，曾任中国石油化工集团公司副总经理,,,,,,,,,,,,,
837', '柴洪峰', '柴洪峰（1957.5.15- ）金融信息工程管理专家,山西省临汾市人,1981年毕业于石家庄陆军学校计算机专业,2000年获西南财经大学国际金融专业硕士学位,现任中国银联股份有限公司董事、电子商务与电子支付国家工程实验室理事长、主任，曾任中国外汇交易中心副总裁,,,,,,,,,,,,,
838', '陈晓红(女)', '陈晓红（女）（1963.05.15-），工程管理专家，出生于湖南长沙，籍贯江西永新,1999年毕业于东京工业大学，获经营工学博士学位,现任湖南商学院校长，中南大学商学院名誉院长，教授、博导，国家一级重点学科“管理科学与工程”、国家自科基金创新研究群体、教育部“长江学者创新团队”负责人与首席教授，国家杰出青年基金获得者，国家首批“百千万人才工程”第一、二层次跨世纪学术和技术带头人，中组部“万人计划”领军人才,,,,,,,,,,,,,,,
839', '丁烈云', '丁烈云（1955.12- ）土木与建筑工程管理专家,湖北省洪湖市人,1982年毕业于武汉理工大学，2002年获同济大学博士学位,现任华中科技大学校长，兼任中国建筑学会工程管理研究分会理事长、教育部科技委管理学部副主任、住建部高校工程管理专业评估委员会主任,第十二届全国政协委员,,,,,,,,,,,,,
840', '范国滨', '范国滨（1958.04.23-），高能激光技术与工程管理专家,北京市人,1982年毕业于国防科技大学，2005年获西安电子科技大学博士学位,现任中国工程物理研究院副总工程师,,,,,,,,,,,,,,
841', '胡文瑞', '胡文瑞，1950年生，东北石油大学毕业，教授级高级工程师，博士生导师，国务院特殊津贴专家,曾任长庆石油勘探局局长，长庆油田公司总经理，中国石油勘探生产公司总经理、中国石油股份公司副总裁,现任北京能源协会会长，中国石油和化学工业联合会副会长，中国企业技术进步工作委员会副主任委员,长期从事非常规低渗透油气田勘探开发和工程管理工作，主持建成了我国首个大型特低渗透的安塞油田，主持发现了中国唯一超万亿立方米的苏里格气田；创立了非常规低渗透油气田勘探开发的技术体系和工程建设模式、管理理论、工作程序与方法；提出并组织了中国石油十项重大开发技术试验和老油田“二次开发”工程，对长庆油田和中国石油储量、产量快速增长起了关键作用，使我国非常规油气资源开发走在了世界前列,曾获国家科技进步一、二等奖各1项，国家企业管理现代化创新成果一等奖1项、二等奖2项，国家优秀设计金奖1项，省部级科技进步特等奖4项，出版专著《宏观引导法概论》、《全控网络管理论》、《现代企业管理方法论》、《鄂尔多斯盆地油气勘探可否理论与技术》、《低渗透油气田概论》（上册）、《老油田二次开发概论》等6部，发表论文60余篇,,,,,,,,,,,,,
842', '黄维和', '黄维和（1957.11.28- ）油气储运工程专家,上海市人,1982年6月毕业于华东石油学院油气储运专业，1996年6月获华中理工大学管理工程与科学硕士学位,现任中国石油天然气股份有限公司副总裁，中国石油学会石油储运专业委员会主任，全国天然气标准化技术委员会主任,,,,,,,,,,,,,,
843', '金智新', '金智新（1959.11.14- ）采矿工程技术和安全工程管理专家,辽宁锦州人,1982年毕业于辽宁阜新矿院采矿工程系,辽宁工程技术大学管理科学与工程博士,国务院安全生产委员会专家,现任山西焦煤集团总经理,,,,,,,,,,,,
844', '凌文', '凌文（1963.2.1- ）系统工程与能源工程管理专家,生于黑龙江省哈尔滨市，原籍广东省广州市,1984年毕业于上海交通大学应用数学专业， 1991年毕业于哈尔滨工业大学系统工程专业并获博士学位,现任神华集团有限责任公司总经理,,,,,,,,,,,,,,
845', '刘德培', '刘德培（1950.05.04- ）医学分子生物学家,安徽阜南人,1986年毕业于中国协和医科大学生化与分子生物学专业，获博士学位,1987至1990年在美国加州大学旧金山分校从事博士后研究,曾任中国工程院副院长、中国医学科学院院长、中国协和医科大学校长,,,,,,,,,,,,,
846', '刘合', '刘合（1961.03.25-），能源与矿业工程管理专家，黑龙江省哈尔滨市人,1982年毕业于大庆石油学院石油矿场机械专业，2002年获哈尔滨工程大学控制理论及控制工程博士学位,现为中国石油勘探开发研究院副总工程师（曾任大庆油田有限责任公司副总工程师）,,,,,,,,,,,,,,,
847', '刘玠', '刘玠（1943.11.22- ）我国冶金自动化及信息工程专家，中国工程院院士，中共中央候补委员，全国人大代表，国家级有突出贡献专家,现任鞍山钢铁集团公司董事长、党委书记、总经理,1998年获香港“何梁何利基金”技术科学奖；2001年获“九五”国家重点科技攻关计划突出贡献者荣誉称号,,,,,,,,,,,,,,,
848', '刘人怀', '刘人怀（1940.07.20- ）,板壳结构分析与应用专家,四川省成都市人,1963年毕业于兰州大学,现任暨南大学教授，中国振动工程学会理事长、中国复合材料学会副理事长、教育部科技委管理科学部主任,曾任暨南大学校长,,,,,,,,,,,,
849', '卢春房', '卢春房（1956.05.15-），铁路建设管理专家，河北蠡县人,1982年毕业于西南交通大学，2007年毕业于清华大学，获硕士学位,现任中国铁道学会理事长，曾任铁道部副部长，中国铁路总公司副总经理,,,,,,,,,,,,,,,
850', '栾恩杰', '栾恩杰（1940.10.25- ）导弹控制技术和航天工程管理专家,生于吉林省白城地区，原籍辽宁省沈阳市,1965年毕业于哈尔滨工业大学自动控制系，1968年清华大学精密仪器系研究生毕业,国际宇航科学院院士,现任国家国防科工局科技委主任，中国科协荣誉委员,曾任国防科工委副主任兼国家航天局局长,参与组织、主持首型潜地战略导弹和首型陆基机动中程战略导弹研制，提出陆基机动中程战略导弹型谱化、系列化发展思路，适应了发展需求,参与组织、主持首次月球探测工程，提出深空探测“探、登、驻（住）”和“绕、落、回”的技术发展路线，开辟了深空探测新领域,在航天型号和工程研制工作中取得了一系列开拓性和创新性成果，为我国武器装备和航天事业发展做出重大贡献,长期工程实践中，提出了适合国情的系统工程管理理论与方法，已广泛应用于国防科技工业系统并取得显著效果,主编出版了《国防科技名词大典》，撰写出版学术专著《航天系统工程运行》，发表了多篇学术论文与科学报告,获2003年、2004年、2009年国家科技进步特等奖,获1999年国家科技进步一等奖,获1979年国家国防科技重大成果二等奖,,,,
851', '邵安林', '邵安林（1963.09- ）矿冶工程专家,黑龙江肇东人,1985年毕业于鞍山钢铁学院,2004年获东北大学工学博士学位,先后任鞍钢弓长岭矿业公司总工程师、鞍钢矿业公司经理、鞍山钢铁集团公司副总经理,现任鞍钢集团公司副总经理兼任鞍钢矿业公司董事长,,,,,,,,,,,,
852', '孙永福', '孙永福（1941.2.26- ）铁路工程专家,出生于陕西省长安县,1962年毕业于长沙铁道学院,教授级高级工程师,现任青藏铁路建设领导小组副组长，铁道部副部长，中国铁道学会理事长,,,,,,,,,,,,,
853', '王安', '王安（1958.8.9- ）现代煤矿采矿工程专家,内蒙古凉城人,1982年毕业于山西矿业学院，2002年获辽宁工程技术大学硕士学位,先后担任乌达矿务局总工程师，中国神华神东煤炭公司总工程师、总经理，神华集团公司副总经理，中国中煤能源集团公司总经理，中国国际工程咨询公司总经理、党组书记等职,,,,,,,,,,,,,,
854', '王基铭', '王基铭（1942.6.10- ）, 炼油、石油化工及工程管理专家,出生于上海市，原籍浙江上虞市,1964年9月毕业于华东化工学院石油炼制专业,曾任原中国石油化工总公司上海石油化工总厂副厂长、厂长，上海石化股份公司董事长、总经理，中国石化总公司副总经理，中国石化集团公司副总经理，兼上海赛科石化有限公司董事长，中国石化股份公司副董事长、总裁、科技委主任和资深委员等职,现任中国石油化工集团公司科技委资深委员、中国企业联合会特邀副会长、中国可持续发展工商理事会会长、中国石油和化学工业联合会名誉会长,,,,,,,,,,,,
855', '王金南', '王金南（1963.07.14-），环境规划与管理专家,浙江金华人,1986年毕业于清华大学，获博士学位,现任环境保护部环境规划院院长，国家环境规划与政策模拟重点实验室主任,中国工程院院士,曾任全球中国环境专家协会主席、国家环境损害鉴定评估专委会副主任、中国环境科学学会常务理事等,,,,,,,,,,,,
856', '王礼恒', '王礼恒（1938.12.26- ）导弹动力技术和航天工程管理专家,江苏省镇江市人,1962年毕业于上海交通大学,曾任航空航天部总工程师、副部长，中国航天科技集团公司总经理,现任中国航天科技集团公司科技委主任、研究员，国际宇航科学院院士，中国工程院工程管理学部副主任,,,,,,,,,,,,,
857', '王陇德', '王陇德（1947.1.2- ）卫生管理和疾病控制专家,生于甘肃省兰州市，原籍河南开封,1969年毕业于原兰州医学院医疗系，1982年获中国医学科学院医学硕士学位,现任第十二届全国人大常委、教科文卫委员会副主任委员、中华预防医学会会长等职,曾任原国家卫生部党组副书记、副部长,,,,,,,,,,,,,
858', '王玉普', '王玉普（1956.10- ）油气田开发工程专家,辽宁新民人,1996年获中国石油大学（北京）石油天然气工程学院油气田开发工程专业硕士学位，2003年7月获中国石油大学（北京）石油天然气工程学院油气田开发工程专业博士学位,曾任大庆石油管理局油田开发处处长、局副总工程师，大庆油田有限责任公司董事长、总经理、党委副书记、副总工程师，黑龙江省副省长，全国总工会党组书记、副主席、书记处第一书记,2013年2月，任中国工程院党组副书记（正部长级）,2014年6月至2015年4月，任中国工程院党组副书记（正部长级）、副院长,2015年4月至2017年9月，中国石油化工集团公司董事长、党组书记兼中国石油化工股份有限公司董事长（2015年5月）,2017年9月起，任国家安全生产监督管理总局党组书记、局长,第十七届中央候补委员，十八届中央委员,,,,,,,,,
